"companyId","companyName","legalName","domain","website","city","country","category","status","qualityScore","primaryPhone","allPhones","primaryEmail","allEmails","contactsCount","createdAt"
"b7788f61-a4d3-4065-ae36-dc2a5f65a2d7","Jürgen Ziesing GmbH","Jürgen Ziesing GmbH","elektro-ziesing.de","http://elektro-ziesing.de/","München","DE","Elektriker","ready","8","+49 89 1784646","+49 89 1784646 | +491754005991 | 01754005991 | 0891784646","info@elektro-ziesing.de","info@elektro-ziesing.de","5","2026-04-22T09:32:58.976192+00:00"
"73d6e5d7-8b0c-43ab-9939-252bd0cbb36b","Abold GmbH Elektroinstallation & Service","Abold GmbH Elektroinstallation & Service","abold-gmbh.de","https://www.abold-gmbh.de/","München","DE","Elektriker","ready","8","+49 89 5004979","+49 89 5004979 | 0895029658 | 0895004979","info@abold-gmbh.de","info@abold-gmbh.de","4","2026-04-22T09:32:56.812857+00:00"
"3b69aedc-6680-40a5-aeb1-e2e697069b9a","Elektro Rupprecht","Elektro Rupprecht","elektro-rupprecht.de","https://www.elektro-rupprecht.de/","München","DE","Elektriker","ready","8","+49 89 22841989","+49 89 22841989 | 081415337865 | 081415337863","info@elektro-rupprecht.de","info@elektro-rupprecht.de","4","2026-04-22T09:32:53.76685+00:00"
"b573c389-7f79-4756-b53d-d9fa9f0723ed","Gregori Serafim -Elektroanlagen","Gregori Serafim -Elektroanlagen","serafim.de","http://www.serafim.de/","München","DE","Elektriker","ready","8","+49 89 1493337","+49 89 1493337 | 01728903004 | 0891406282 | 0891493337","info@serafim.de","info@serafim.de","5","2026-04-22T09:32:51.217816+00:00"
"e74174e5-6aa9-4e71-8a05-bda995017d93","Tielmann + Meyer Elektroservice GmbH","Tielmann + Meyer Elektroservice GmbH","tm-elektro.de","http://www.tm-elektro.de/","München","DE","Elektriker","ready","8","+49 89 8977700","+49 89 8977700","info@tm-elektro.de","info@tm-elektro.de","2","2026-04-22T09:32:50.025969+00:00"
"7d089bd8-2a7c-4b62-a443-0bd23b7e29c9","Elektro-Stöckert-Fernmeldebau GmbH","Elektro-Stöckert-Fernmeldebau GmbH","esf-stoeckert.de","https://www.esf-stoeckert.de/","München","DE","Elektriker","ready","8","+49 89 144001","+49 89 144001 | 0891419495 | 089144001 | +49891419495","info@esf-stoeckert.de","info@esf-stoeckert.de | esf@esf-stoeckert.de","6","2026-04-22T09:32:46.685929+00:00"
"740f7a91-cecd-42fd-8400-dea849d0ad5b","Dugum Elektrotechnik GmbH","Dugum Elektrotechnik GmbH","dugum-elektro.de","http://www.dugum-elektro.de/","München","DE","Elektrotechniker","ready","8","+49 89 99944517","+49 89 99944517 | 062024062027 | 062021062024 | +4917682364762","info@dugum-elektro.de","info@dugum-elektro.de","5","2026-04-22T09:32:44.460428+00:00"
"3ce63494-bd4f-4e40-8ee9-611e0f72a8e9","Walter Ehmann Elektroanlagen GmbH","Walter Ehmann Elektroanlagen GmbH","elektro-ehmann.de","http://www.elektro-ehmann.de/","München","DE","Elektriker","ready","8","+49 89 7401300","+49 89 7401300 | 089740130 | 0897401300","info@elektro-ehmann.de","info@elektro-ehmann.de | 30-0info@elektro-ehmann.de","5","2026-04-22T09:32:43.333853+00:00"
"74e60bf6-0fcc-46b2-9611-aaf3ccb6e6e2","Elektro Wechselberger","Elektro Wechselberger","elektro-wechselberger.de","https://www.elektro-wechselberger.de/","München","DE","Elektriker","ready","8","+49 89 7147131","+49 89 7147131 | 0897147131","info@elektro-wechselberger.de","info@elektro-wechselberger.de","3","2026-04-22T09:32:42.205854+00:00"
"685ad7ad-cba0-4a37-88de-acaaea8a3f5d","Elektro Kraft GmbH","Elektro Kraft GmbH","elektro-kraft.com","http://www.elektro-kraft.com/","München","DE","Elektriker","ready","8","+49 89 89546017","+49 89 89546017 | +498989546018","info@elektro-kraft.com","info@elektro-kraft.com","3","2026-04-22T09:32:39.971151+00:00"
"34440ddb-e607-4a89-aa9e-c8e1297456d7","Elektroinstallationen klaus Wieland GmbH","Elektroinstallationen klaus Wieland GmbH","elektro-wieland.de","http://www.elektro-wieland.de/","München","DE","Elektriker","ready","8","+49 89 89220077","+49 89 89220077 | 08989220078 | 08989220077","info@elektro-wieland.de","info@elektro-wieland.de","4","2026-04-22T09:32:38.799561+00:00"
"61966488-7151-474b-9556-905cc157ce77","E.Wilhelm Elektroanlagen GmbH & Co.KG","E.Wilhelm Elektroanlagen GmbH & Co.KG","wilhelm-elektroanlagen.de","http://www.wilhelm-elektroanlagen.de/","München","DE","Elektriker","ready","8","+49 89 89223747","+49 89 89223747 | +4908989223748 | +4908989223747","info@wilhelm-elektroanlagen.de","info@wilhelm-elektroanlagen.de","4","2026-04-22T09:32:37.668764+00:00"
"b5bdfc17-f2d0-41ae-b5da-064c9ee6e940","Alexander Sicheneder Elektroanlagen","Alexander Sicheneder Elektroanlagen","sicheneder-elektro.de","http://www.sicheneder-elektro.de/","München","DE","Elektriker","ready","8","+49 89 8144112","+49 89 8144112 | 081615333190 | +490898145422 | +490898144112 | 0898144112","info@sicheneder-elektro.de","info@sicheneder-elektro.de","6","2026-04-22T09:32:35.422301+00:00"
"9417d7c6-f38d-4590-ac03-2d464c1ebb6f","S. Brand - Elektrotechnik - Elektriker München","S. Brand - Elektrotechnik - Elektriker München","sb-etech.de","https://www.sb-etech.de/","München","DE","Elektriker","ready","8","+49 176 44534850","+49 176 44534850 | 017657650382 | 017644534850","info@sb-etech.de","info@sb-etech.de | stefanbrand@sb-etech.de","5","2026-04-22T09:32:34.389359+00:00"
"3b579f80-d559-4f48-bc85-fbf173d871b8","Hallinger Elektrotechnik GmbH","Hallinger Elektrotechnik GmbH","hallingerelektrotechnik.de","http://www.hallingerelektrotechnik.de/","München","DE","Elektroinstallationsdienst","ready","8","+49 89 21539351","+49 89 21539351 | +4915170232227","info@hallingerelektrotechnik.de","info@hallingerelektrotechnik.de | 51info@hallingerelektrotechnik.de","4","2026-04-22T09:32:33.347712+00:00"
"d4cc6e66-78dd-4af7-a534-e4cccc236164","Markus Jarosch Elektrotechnik","Markus Jarosch Elektrotechnik","jarosch-elektro.de","http://www.jarosch-elektro.de/","München","DE","Elektriker","ready","8","+49 1514 4997273","+49 1514 4997273 | 015144997273 | +49015144997273","kontakt@jarosch-elektro.de","kontakt@jarosch-elektro.de","4","2026-04-22T09:32:32.315551+00:00"
"bb1d1b80-0b01-45cc-8d55-72bca589a901","Elektro Meisterbetrieb Dollinger","Elektro Meisterbetrieb Dollinger","dollinger-elektro.de","http://www.dollinger-elektro.de/","München","DE","Elektriker","ready","8","+49 89 58939350","+49 89 58939350 | 08958939350 | +4908958939350","hans@dollinger-elektro.de","hans@dollinger-elektro.de","4","2026-04-22T09:32:27.807469+00:00"
"f1f79a84-d3ac-4c7d-8959-0beac3d4bf9b","Elektro Antech","Elektro Antech","elektro-antech.de","https://www.elektro-antech.de/","München","DE","Elektrotechniker","ready","8","+49 176 61599705","+49 176 61599705","info@elektro-antech.de","info@elektro-antech.de","2","2026-04-22T09:32:25.569101+00:00"
"b81f5e56-912a-4137-b1a4-e16016e8484c","Elektrotechnik | Elektro Eder GmbH | München","Elektrotechnik | Elektro Eder GmbH | München","elektro-eder.de","https://www.elektro-eder.de/","München","DE","Elektriker","ready","8","+49 89 8121881","+49 89 8121881 | 08951190 | 0898121881","info@elektro-eder.de","info@elektro-eder.de","4","2026-04-22T09:32:24.494829+00:00"
"65334b56-fab1-4933-a20c-62593680d1b3","Papadopoulos & Winkler Elektrotechnik","Papadopoulos & Winkler Elektrotechnik","elektro-pw.de","http://www.elektro-pw.de/","München","DE","Elektriker","ready","8","+49 89 52036599","+49 89 52036599 | 08952036599","089-52036599info@elektro-pw.de","089-52036599info@elektro-pw.de | info@elektro-pw.de","4","2026-04-22T09:32:23.324933+00:00"
